video_genres,video_level,video_title,video_url,video_year
ComedySci-FiEpisode aired 29 January 1989,"TV-14
                        
    
,",Humanoid Woman             ,https://www.imdb.com/title/tt0776182/,
ComedyGame-ShowEpisode aired 22 January 2010,"
                    TV-PG
                        
    
, 


    
            ",Gallimaufrey             ,https://www.imdb.com/title/tt1589569/,
AdventureComedySci-Fi3 July 1985 (USA),"
                    PG
                        
    
, 
, 

    
            ",Back to the Future             ,https://www.imdb.com/title/tt0088763/,1985
CrimeDramaThrillerEpisode aired 29 April 2012,"TV-14
                        
    
, 
,",Served Cold             ,https://www.imdb.com/title/tt2211491/,
DocumentaryEpisode aired 15 November 2011,"
                    
    


    
            ","Bornholm, Bornholm, Bornholm             ",https://www.imdb.com/title/tt3654346/,
ActionCrimeDramaEpisode aired 8 October 2014,"TV-14
                        
    
, 
,",Identity             ,https://www.imdb.com/title/tt3831144/,
DocumentaryShortBiographyTV Short 4 September 1972,"
                    
    
, 
, 

    
            ",Hurricane Higgins             ,https://www.imdb.com/title/tt4276652/,1972
ComedyDrama15 February 1985 (USA),"
                    R
                        
    
, 


    
            ",The Breakfast Club             ,https://www.imdb.com/title/tt0088847/,1985
ActionFantasySci-FiVideo game released 21 November 2014,"

, 
, 

    
            ",Super Smash Bros. for Wii U             ,https://www.imdb.com/title/tt2974350/,2014
ComedyFamilyEpisode aired 16 April 1992,"
                    PG
                        
    
, 


    
            ",The Curse of Mr. Bean             ,https://www.imdb.com/title/tt0651851/,
AnimationFamilyFantasy26 September 2015 (USA),"
                    Not Rated
                        
    
, 
, 

    
            ",My Little Pony: Equestria Girls - Friendship Games             ,https://www.imdb.com/title/tt4450396/,2015
BiographyComedyTalk-ShowEpisode aired 9 July 2015,"

, 
, 

    
            ","""Planes, Trains and Automobiles"" R&T Part 3",https://www.imdb.com/title/tt4844518/,
ComedyFamilyEpisode aired 23 July 1987,"
                    TV-PG
                        
    
, 


    
            ",Matchmaker             ,https://www.imdb.com/title/tt0577344/,
CrimeDramaFantasyTV Series (2010–2015),"
                    
    
, 
, 

    
            ",Haven             ,https://www.imdb.com/title/tt1519931/,
AnimationActionAdventureEpisode aired 29 March 2018,"TV-Y7
                        
    
, 
,",Mission: Total Recall!             ,https://www.imdb.com/title/tt8051922/,
AnimationAdventureComedyEpisode aired 22 April 1997,"TV-14
                        
    
, 
,",The Eternal Pledge             ,https://www.imdb.com/title/tt1637908/,
CrimeDramaSci-Fi2 February 1972 (USA),"
                    R
                        
    
, 
, 

    
            ",A Clockwork Orange             ,https://www.imdb.com/title/tt0066921/,1971
ComedySci-FiEpisode aired 5 February 1989,"TV-14
                        
    
,",Fugitive Alien             ,https://www.imdb.com/title/tt0822177/,
ComedySci-FiEpisode aired 22 January 1989,"TV-14
                        
    
,",Cosmic Princess             ,https://www.imdb.com/title/tt0776016/,
AnimationActionComedyEpisode aired 24 April 2016,"
                    TV-MA
                        
    
, 
, 

    
            ",Secret of the Flushed Footlong             ,https://www.imdb.com/title/tt5608324/,
ComedyGame-ShowEpisode aired 29 January 2010,"
                    TV-PG
                        
    
, 


    
            ",Greats             ,https://www.imdb.com/title/tt1593564/,
ComedyFamily26 December 1959 (Denmark),"
                    
    
, 


    
            ",Far til fire på Bornholm             ,https://www.imdb.com/title/tt0052796/,1959
ActionCrimeDramaEpisode aired 2 November 2015,"
                    TV-MA
                        
    
, 
, 

    
            ",The Legend of Dmitry Petrovich             ,https://www.imdb.com/title/tt4312414/,
DocumentarySportTV Movie 28 April 2002,"
                    
    
, 


    
            ",When Snooker Ruled the World             ,https://www.imdb.com/title/tt0320759/,2002
"ComedyTV Episode
","
                    
    


    
            ",High School             ,https://www.imdb.com/title/tt2281021/,
AdventureFantasyVideo game released 13 May 2001,"

, 


    
            ",The Legend of Zelda: Oracle of Seasons             ,https://www.imdb.com/title/tt0319738/,2001
DocumentaryTalk-ShowEpisode aired 14 July 1996,"
                    
    
, 


    
            ",Episode #9.1,https://www.imdb.com/title/tt0854105/,
AnimationShortComedy1 August 2015 (USA),"
                    
    
, 
, 

    
            ",The Science of Magic             ,https://www.imdb.com/title/tt4943244/,2015
AnimationAdventureComedy25 November 2009 (USA),"
                    PG
                        
    
, 
, 

    
            ",Fantastic Mr. Fox             ,https://www.imdb.com/title/tt0432283/,2009
ComedyFamilyEpisode aired 6 August 1987,"
                    TV-PG
                        
    
, 


    
            ",It's My Party: Part 1,https://www.imdb.com/title/tt0577332/,
ComedyTalk-ShowEpisode aired 3 October 2013,"TV-14
                        
    
,",Maria Menounos/Eric Balfour             ,https://www.imdb.com/title/tt3105218/,
AnimationActionAdventureEpisode aired 3 February 2011,"
                    TV-Y
                        
    
, 
, 

    
            ",Nibi Gym - The Greatest Crisis Ever!             ,https://www.imdb.com/title/tt1833840/,
AnimationAdventureComedyEpisode aired 29 April 1997,"TV-14
                        
    
, 
,",Money! Money! Money!             ,https://www.imdb.com/title/tt1637875/,
ComedyEpisode aired 18 February 2009,TV-14,Adventures of Sonic the Hedgehog             ,https://www.imdb.com/title/tt1644142/,
ActionSci-FiTV Movie 1986,"
                    
    
, 


    
            ",Fugitive Alien             ,https://www.imdb.com/title/tt0128224/,1987
ComedySci-FiEpisode aired 15 January 1989,"TV-14
                        
    
,",Phase IV             ,https://www.imdb.com/title/tt0776019/,
AnimationActionAdventureTV Series (1987–1996),"TV-Y7
                        
    
, 
,",Teenage Mutant Ninja Turtles             ,https://www.imdb.com/title/tt0131613/,
ComedyGame-ShowEpisode aired 5 February 2010,"
                    TV-PG
                        
    
, 


    
            ",Gifts             ,https://www.imdb.com/title/tt1601402/,
ComedyFamily1 November 1954 (Denmark),"
                    
    
, 


    
            ",Far til fire i sneen             ,https://www.imdb.com/title/tt0046967/,1954
ActionCrimeDramaEpisode aired 9 November 2015,"
                    TV-MA
                        
    
, 
, 

    
            ",The Legend of Kate Crawford             ,https://www.imdb.com/title/tt4880436/,
Comedy10 February 1994 (Argentina),"
                    R
                        
    


    
            ",Dazed and Confused             ,https://www.imdb.com/title/tt0106677/,1993
SportTV Series (1969–1986),"



    
            ",Pot Black             ,https://www.imdb.com/title/tt3491036/,
AdventureComedyDramaVideo game released 10 January 2005,"

, 
, 

    
            ",The Legend of Zelda: The Minish Cap             ,https://www.imdb.com/title/tt0430292/,2004
Documentary7 April 1976 (USA),"
                    
    


    
            ",Volcano: An Inquiry Into the Life and Death of Malcolm Lowry             ,https://www.imdb.com/title/tt0070889/,1976
DocumentaryTalk-ShowEpisode aired 21 July 1996,"
                    
    
, 


    
            ",Episode #9.2,https://www.imdb.com/title/tt0854106/,
ComedyMusicEpisode aired 23 January 2015,"
                    Not Rated
                        
    
, 


    
            ",The Top 10 Worst Lyrics of 2014,https://www.imdb.com/title/tt4385546/,
ComedyFamilyEpisode aired 13 August 1987,"
                    TV-PG
                        
    
, 


    
            ",It's My Party: Part 2,https://www.imdb.com/title/tt0577333/,
ComedyTalk-ShowEpisode aired 10 October 2013,"
                    TV-MA
                        
    
, 


    
            ",Krysten Ritter/Dominic Monaghan             ,https://www.imdb.com/title/tt3109114/,
AnimationActionAdventureEpisode aired 28 March 2018,"
                    TV-Y
                        
    
, 
, 

    
            ",Night of a Thousand Poses!             ,https://www.imdb.com/title/tt8051918/,
AnimationAdventureComedyEpisode aired 6 May 1997,"TV-14
                        
    
, 
,",Play Date             ,https://www.imdb.com/title/tt1637896/,
ComedyEpisode aired 23 November 2010,TV-14,Thief and the Cobbler             ,https://www.imdb.com/title/tt1772060/,
ComedySci-FiEpisode aired 4 July 1992,"TV-14
                        
    
,",Being from Another Planet             ,https://www.imdb.com/title/tt0655399/,
ComedyEpisode aired 24 February 2009,TV-14,Top 11 Nostalgic Mindfucks,https://www.imdb.com/title/tt1644248/,
ComedyFamilyFantasyEpisode aired 30 October 1992,"
                    TV-PG
                        
    
, 
, 

    
            ",Little Boy Boo             ,https://www.imdb.com/title/tt0560703/,
ComedyGame-ShowEpisode aired 12 February 2010,"
                    TV-PG
                        
    
, 


    
            ",Gravity             ,https://www.imdb.com/title/tt1601403/,
ComedyFamily7 November 1955 (Denmark),"
                    
    
, 


    
            ",Far til fire på landet             ,https://www.imdb.com/title/tt0048058/,1955
ActionCrimeDramaEpisode aired 23 November 2015,"
                    TV-MA
                        
    
, 
, 

    
            ",The Legend of Curtis Ballard             ,https://www.imdb.com/title/tt4891224/,
DocumentaryEpisode aired 14 March 2016,TV-14,Fast Times at Ridgemont High             ,https://www.imdb.com/title/tt5531094/,
SportEpisode aired 22 January 2017,"
                    
    


    
            ",The Game Changers             ,https://www.imdb.com/title/tt6518286/,
ComedyTalk-ShowEpisode aired 8 January 2008,"
                    TV-MA
                        
    
, 


    
            ",Chronologically Confused About the Legend of Zelda Timeline             ,https://www.imdb.com/title/tt1246764/,
Drama13 June 1984 (USA),"
                    R
                        
    


    
            ",Under the Volcano             ,https://www.imdb.com/title/tt0088322/,1984
DramaTV Mini-Series (1990),TV-14,House of Cards             ,https://www.imdb.com/title/tt0098825/,
ComedyMusicEpisode aired 20 February 2015,"
                    Not Rated
                        
    
, 


    
            ","""Fight the Power"" by Public Enemy             ",https://www.imdb.com/title/tt4468154/,
ComedyFamilyEpisode aired 13 September 1987,"
                    TV-PG
                        
    
, 


    
            ",The Last of the Red Hot Psychologists             ,https://www.imdb.com/title/tt0577402/,
AdultVideo 5 January 2007,"
                    Not Rated
                        
    


    
            ",Hungry Bitches             ,https://www.imdb.com/title/tt1765847/,2007
AnimationActionAdventureEpisode aired 25 March 2018,"TV-Y7
                        
    
, 
,","Now You See Them, Now You Don't!             ",https://www.imdb.com/title/tt8051908/,
AnimationAdventureComedyEpisode aired 13 May 1997,"TV-14
                        
    
, 
,",The Day We Met             ,https://www.imdb.com/title/tt1637906/,
ActionAdventureMysteryVideo game released 31 August 2010,"

, 
, 

    
            ",Metroid: Other M             ,https://www.imdb.com/title/tt1723646/,2010
FamilyAdventureAnimationDecember 1972 (UK),"
                    G
                        
    
, 
, 

    
            ",The Phantom Tollbooth             ,https://www.imdb.com/title/tt0064806/,1970
FamilyFantasyMusical30 June 1971 (USA),"
                    G
                        
    
, 
, 

    
            ",Willy Wonka & the Chocolate Factory             ,https://www.imdb.com/title/tt0067992/,1971
Horror12 December 1941 (USA),"
                    Not Rated
                        
    


    
            ",The Wolf Man             ,https://www.imdb.com/title/tt0034398/,1941
ComedyGame-ShowEpisode aired 19 February 2010,"
                    TV-PG
                        
    
, 


    
            ",Gothic             ,https://www.imdb.com/title/tt1605425/,
ComedyFamily10 November 1958 (Denmark),"
                    
    
, 


    
            ",Far til fire og ulveungerne             ,https://www.imdb.com/title/tt0051603/,1958
ActionCrimeDramaEpisode aired 30 November 2015,"
                    TV-MA
                        
    
, 
, 

    
            ",The Legend of Ilyana Zakayeva             ,https://www.imdb.com/title/tt4806418/,
DocumentaryEpisode aired 21 March 2016,TV-14,Bridesmaids             ,https://www.imdb.com/title/tt5531096/,
ComedyTalk-ShowEpisode aired 22 January 2008,"
                    TV-MA
                        
    
, 


    
            ",Rambo             ,https://www.imdb.com/title/tt1246777/,
Talk-ShowTV Series (1982–1993),"
                    
    


    
            ",Wogan             ,https://www.imdb.com/title/tt0083504/,
Documentary9 September 1984 (Canada),"
                    
    


    
            ",Notes from Under the Volcano             ,https://www.imdb.com/title/tt0087816/,1984
ComedyEpisode aired 9 December 2005,"
                    TV-MA
                        
    


    
            ",Jurying             ,https://www.imdb.com/title/tt0672491/,
ComedyMusicEpisode aired 27 February 2015,"
                    Not Rated
                        
    
, 


    
            ","""Fuck Tha Police"" by N.W.A.             ",https://www.imdb.com/title/tt4486294/,
ComedyFebruary 1973 (UK),"
                    PG
                        
    


    
            ",Last of the Red Hot Lovers             ,https://www.imdb.com/title/tt0068835/,1972
AnimationActionComedyEpisode aired 20 July 2014,"
                    TV-MA
                        
    
, 
, 

    
            ",Victoria's Secret of NIMH             ,https://www.imdb.com/title/tt3848066/,
AnimationActionAdventureEpisode aired 6 April 2017,"
                    TV-Y
                        
    
, 
, 

    
            ","Nyabby, Time to Begin the Journey!             ",https://www.imdb.com/title/tt7909542/,
AnimationAdventureComedyEpisode aired 20 May 1997,"TV-14
                        
    
, 
,",Tenchi Anniversary             ,https://www.imdb.com/title/tt1637904/,
Episode aired 15 August 2015,"

            ",The Best Ever! SNES Game             ,https://www.imdb.com/title/tt5905356/,
ComedyDramaFantasy22 March 2002 (USA),"
                    Unrated
                        
    
, 
, 

    
            ",Reflections of Evil             ,https://www.imdb.com/title/tt0350044/,2002
ActionAdventureHorrorVideo game released 19 November 2002,"

, 
, 

    
            ",Metroid: Fusion             ,https://www.imdb.com/title/tt0349818/,2002
ActionAdventureFamilyVideo game released 1 May 1987,"

, 
, 

    
            ",Castlevania             ,https://www.imdb.com/title/tt0185980/,1986
ComedySci-Fi8 November 1984 (Netherlands),"
                    R
                        
    
, 


    
            ",The Brother from Another Planet             ,https://www.imdb.com/title/tt0087004/,1984
ComedyGame-ShowEpisode aired 5 March 2010,"
                    TV-PG
                        
    
, 


    
            ",Greeks             ,https://www.imdb.com/title/tt1617515/,
ActionCrimeDramaEpisode aired 7 December 2015,"
                    TV-MA
                        
    
, 
, 

    
            ",The Legend of Terrence Graves             ,https://www.imdb.com/title/tt4846832/,
ComedyDramaRomance18 April 2008 (USA),"
                    R
                        
    
, 
, 

    
            ",Forgetting Sarah Marshall             ,https://www.imdb.com/title/tt0800039/,2008
ActionThrillerWar25 January 2008 (USA),"
                    R
                        
    
, 
, 

    
            ",Rambo             ,https://www.imdb.com/title/tt0462499/,2008
DocumentaryTV Movie 11 October 1998,"
                    
    


    
            ",A Big Hand for Sooty             ,https://www.imdb.com/title/tt1260935/,1998
Drama6 August 1964 (USA),"
                    Approved
                        
    


    
            ",The Night of the Iguana             ,https://www.imdb.com/title/tt0058404/,1964
CrimeThriller7 December 2001 (USA),"PG-13
                        
    
,",Ocean's Eleven             ,https://www.imdb.com/title/tt0240772/,2001
ComedyMusicEpisode aired 13 March 2015,"
                    Not Rated
                        
    
, 


    
            ","""I Don't F--- With You"" by Big Sean Feat. E-40",https://www.imdb.com/title/tt4523422/,
CrimeDramaRomanceEpisode aired 14 January 2016,"TV-14
                        
    
, 
,",Episode #1.13472,https://www.imdb.com/title/tt5346680/,
ActionAdventureSci-Fi14 June 2013 (USA),"PG-13
                        
    
, 
,",Man of Steel             ,https://www.imdb.com/title/tt0770828/,2013
AnimationActionAdventureEpisode aired 16 March 2017,"
                    TV-Y
                        
    
, 
, 

    
            ",Really!? Mao's Great Cooking Operation!             ,https://www.imdb.com/title/tt7909534/,
AnimationAdventureComedyEpisode aired 27 May 1997,"TV-14
                        
    
, 
,",The Guardians of Old             ,https://www.imdb.com/title/tt1637910/,
AdventureDramaFantasyVideo game released 2 April 1994,"

, 
, 

    
            ",Final Fantasy VI             ,https://www.imdb.com/title/tt0210061/,1994
DocumentaryEpisode aired 13 October 2014,"
                    
    


    
            ",Don't Panic             ,https://www.imdb.com/title/tt4683506/,
ActionAdventureHorrorVideo game released 15 November 2004,"

, 
, 

    
            ",Metroid Prime 2: Echoes,https://www.imdb.com/title/tt0430354/,2004
Episode aired 22 August 2015,"

            ",The Worst Ever! Sequel             ,https://www.imdb.com/title/tt5897404/,
DocumentaryComedyCrime10 April 1998 (USA),"PG-13
                        
    
, 
,",The Big One             ,https://www.imdb.com/title/tt0124295/,1997
MusicalRomance16 June 1978 (USA),"PG-13
                        
    
,",Grease             ,https://www.imdb.com/title/tt0077631/,1978
ActionCrimeDramaEpisode aired 14 December 2015,"
                    TV-MA
                        
    
, 
, 

    
            ",The Legend of Tamir Zakayev             ,https://www.imdb.com/title/tt4880444/,
DocumentaryComedyVideo 2007,"
                    
    
, 


    
            ",Russell Brand: Doing Life - Live             ,https://www.imdb.com/title/tt1294207/,2007
ActionDramaWar9 July 1987 (Hong Kong),"
                    R
                        
    
, 
, 

    
            ",Eastern Condors             ,https://www.imdb.com/title/tt0090956/,1987
FamilyTV Series (1953–1963),"
                    
    


    
            ",Rag Tag and Bobtail             ,https://www.imdb.com/title/tt0398550/,
CrimeDramaMysteryEpisode aired 22 November 1992,"
                    TV-PG
                        
    
, 
, 

    
            ",Night of the Coyote             ,https://www.imdb.com/title/tt0653585/,
ComedyEpisode aired 29 October 2004,"
                    
    


    
            ",Braquage             ,https://www.imdb.com/title/tt9083674/,
ComedyMusicTalk-ShowTV Series (2013–2014),"
                    
    
, 
, 

    
            ",The Arsenio Hall Show             ,https://www.imdb.com/title/tt2311336/,
CrimeDramaRomanceEpisode aired 15 January 2016,"TV-14
                        
    
, 
,",Episode #1.13473,https://www.imdb.com/title/tt5248486/,
ComedyEpisode aired 26 November 2013,TV-14,Everything Wrong with Man of Steel in 8 Minutes or Less,https://www.imdb.com/title/tt8943176/,
AnimationActionAdventureEpisode aired 10 March 2011,"
                    TV-Y
                        
    
, 
, 

    
            ",Rocket-dan VS Plasma-dan! - Part 1,https://www.imdb.com/title/tt1867333/,
AnimationAdventureComedyEpisode aired 3 June 1997,"TV-14
                        
    
, 
,",Ryoko's Big Date             ,https://www.imdb.com/title/tt1637898/,
ComedyTalk-ShowEpisode aired 4 August 2010,"
                    TV-MA
                        
    
, 


    
            ",Zelda II: The Adventure of Link             ,https://www.imdb.com/title/tt1702933/,
HorrorSci-FiVideo 6 November 1991,"
                    R
                        
    
, 


    
            ","Silent Night, Deadly Night 5: The Toy Maker",https://www.imdb.com/title/tt0105410/,1991
ActionFantasySci-FiVideo game released 3 October 2014,"

, 
, 

    
            ",Super Smash Bros. for Nintendo 3DS,https://www.imdb.com/title/tt3408266/,2014
AdventureHorrorMysteryVideo game released 7 September 2004,"

, 
, 

    
            ",Silent Hill 4: The Room,https://www.imdb.com/title/tt0386788/,2004
Documentary20 December 1989 (USA),"
                    R
                        
    


    
            ",Roger & Me             ,https://www.imdb.com/title/tt0098213/,1989
ComedyEpisode aired 5 September 2016,"
                    
    


    
            ",Grease 2,https://www.imdb.com/title/tt5942308/,
ActionCrimeDramaEpisode aired 21 December 2015,"
                    TV-MA
                        
    
, 
, 

    
            ",The Second Legend of Dmitry Petrovich             ,https://www.imdb.com/title/tt4891226/,
Episode aired 29 August 2015,"

            ",The Best Ever! Metal Gear Moment             ,https://www.imdb.com/title/tt5929180/,
AdventureDramaWar21 August 2009 (USA),"
                    R
                        
    
, 
, 

    
            ",Inglourious Basterds             ,https://www.imdb.com/title/tt0361748/,2009
DocumentaryEpisode aired 20 October 2014,"
                    
    


    
            ",Spider Baby             ,https://www.imdb.com/title/tt4683582/,
CrimeDramaMysteryEpisode aired 29 December 1985,"
                    TV-PG
                        
    
, 
, 

    
            ",Murder Digs Deep             ,https://www.imdb.com/title/tt0653560/,
ComedyEpisode aired 30 October 2004,"
                    
    


    
            ",La classe spéciale             ,https://www.imdb.com/title/tt9084526/,
ComedyFamilyMusicTV Series (1989–1994),"
                    
    
, 
, 

    
            ",The Arsenio Hall Show             ,https://www.imdb.com/title/tt0096537/,
CrimeDramaRomanceEpisode aired 18 January 2016,"TV-14
                        
    
, 
,",Episode #1.13474,https://www.imdb.com/title/tt5354430/,
ActionAdventureSci-Fi9 March 2012 (USA),"PG-13
                        
    
, 
,",John Carter             ,https://www.imdb.com/title/tt0401729/,2012
AnimationActionAdventureEpisode aired 10 March 2011,"
                    TV-Y
                        
    
, 
, 

    
            ",Rocket-dan VS Plasma-dan! - Part 2,https://www.imdb.com/title/tt1867334/,
AnimationAdventureComedyEpisode aired 10 June 1997,"TV-14
                        
    
, 
,",Moon Mission             ,https://www.imdb.com/title/tt1637876/,
Horror23 December 1970 (USA),"
                    R
                        
    


    
            ",Scars of Dracula             ,https://www.imdb.com/title/tt0067713/,1970
HorrorVideo 9 November 1989,"
                    R
                        
    


    
            ","Silent Night, Deadly Night 3: Better Watch Out!",https://www.imdb.com/title/tt0098331/,1989
ActionAdventureFamilyVideo game released 3 December 2001,"

, 
, 

    
            ",Super Smash Bros. Melee             ,https://www.imdb.com/title/tt0293062/,2001
ComedySci-FiEpisode aired 4 October 2010,"
                    Not Rated
                        
    
, 


    
            ",Silent Hill: Dead/Alive #1 and #2,https://www.imdb.com/title/tt1874968/,
Talk-ShowEpisode aired 2 December 1989,"
                    TV-PG
                        
    


    
            ","National Lampoon's Christmas Vacation/Roger & Me/Triumph of the Spirit/Mystery Train/Thelonius Monk: Straight, No Chaser             ",https://www.imdb.com/title/tt1659712/,
ComedyDramaMusical11 June 1982 (USA),"
                    PG
                        
    
, 
, 

    
            ",Grease 2,https://www.imdb.com/title/tt0084021/,1982
ComedyEpisode aired 12 September 2016,"
                    
    


    
            ",The Identical             ,https://www.imdb.com/title/tt6038214/,
ActionAdventureDramaVideo game released 21 October 1998,"

, 
, 

    
            ",Metal Gear Solid             ,https://www.imdb.com/title/tt0180825/,1998
DramaEpisode aired 15 April 2018,"
                    TV-MA
                        
    


    
            ",Hell of a Ride             ,https://www.imdb.com/title/tt7620520/,
Comedy7 October 2005 (USA),"
                    R
                        
    


    
            ",Waiting...             ,https://www.imdb.com/title/tt0348333/,2005
ActionDramaAdventure16 August 1935 (USA),"
                    Passed
                        
    
, 
, 

    
            ",China Seas             ,https://www.imdb.com/title/tt0026205/,1935
ComedyEpisode aired 31 October 2004,"
                    
    


    
            ",Les 3 enveloppes,https://www.imdb.com/title/tt9084580/,
DocumentaryEpisode aired 9 July 2017,"
                    
    


    
            ",The One About TV             ,https://www.imdb.com/title/tt7059462/,
CrimeDramaRomanceEpisode aired 19 January 2016,"TV-14
                        
    
, 
,",Episode #1.13475,https://www.imdb.com/title/tt5356564/,
Documentary15 October 2016 (Germany),"
                    
    


    
            ",Being George Clooney             ,https://www.imdb.com/title/tt3562572/,2016
AnimationActionAdventureEpisode aired 19 January 2017,"
                    TV-Y
                        
    
, 
, 

    
            ",Satoshi Visits Kaki!             ,https://www.imdb.com/title/tt7909518/,
AnimationAdventureComedyEpisode aired 17 June 1997,"TV-14
                        
    
, 
,",Stupid Cupid             ,https://www.imdb.com/title/tt1637903/,
Horror12 January 1966 (USA),"
                    Unrated
                        
    


    
            ",Dracula: Prince of Darkness             ,https://www.imdb.com/title/tt0059127/,1966
HorrorThriller1964 (UK),"
                    TV-PG
                        
    
, 


    
            ",The Terror             ,https://www.imdb.com/title/tt0057569/,1963
ComedyTalk-ShowEpisode aired 31 August 2017,"

, 


    
            ",Top 10 BROKEN Fighting Game Characters,https://www.imdb.com/title/tt7318848/,
ComedySci-FiEpisode aired 11 October 2010,"
                    Not Rated
                        
    
, 


    
            ",Silent Hill: Dead/Alive #3 and #4,https://www.imdb.com/title/tt1873674/,
DocumentaryBiographyMusic31 October 1990 (France),"PG-13
                        
    
, 
,","Thelonious Monk: Straight, No Chaser             ",https://www.imdb.com/title/tt0098465/,1988
Talk-ShowEpisode aired 16 April 2009,"
                    
    


    
            ",Episode #4.145,https://www.imdb.com/title/tt1418453/,
ComedyEpisode aired 19 September 2016,"
                    
    


    
            ",Breakin'             ,https://www.imdb.com/title/tt6038220/,
ComedyTalk-ShowEpisode aired 5 August 2016,"

, 


    
            ",Top 10 Epic Action Hero Moments in Video Games!!,https://www.imdb.com/title/tt5941214/,
DramaEpisode aired 22 April 2018,"
                    TV-MA
                        
    


    
            ",Flaw in the Death Star             ,https://www.imdb.com/title/tt7620518/,
DocumentaryEpisode aired 6 October 2014,"
                    
    


    
            ",The Killer Shrews             ,https://www.imdb.com/title/tt4683390/,
Comedy25 April 1970 (Spain),"
                    
    


    
            ",Enseñar a un sinvergüenza             ,https://www.imdb.com/title/tt0065699/,1970
ComedyEpisode aired 1 November 2004,"
                    
    


    
            ",Atman             ,https://www.imdb.com/title/tt9084678/,
DocumentaryEpisode aired 16 July 2017,"
                    
    


    
            ",Clinton: The Comeback Kid             ,https://www.imdb.com/title/tt7127334/,
CrimeDramaRomanceEpisode aired 20 January 2016,"TV-14
                        
    
, 
,",Episode #1.13476,https://www.imdb.com/title/tt5359034/,
DramaHorrorRomance12 December 2008 (USA),"
                    R
                        
    
, 
, 

    
            ",Let the Right One In             ,https://www.imdb.com/title/tt1139797/,2008
AnimationActionAdventureEpisode aired 6 April 2017,"
                    TV-Y
                        
    
, 
, 

    
            ","Satoshi and Pikachu, the Promise between Them             ",https://www.imdb.com/title/tt7909538/,
AnimationAdventureComedyEpisode aired 24 June 1997,"TV-14
                        
    
, 
,",The Eye of the Destroyer             ,https://www.imdb.com/title/tt1637909/,
Documentary18 October 2013 (USA),"
                    Not Rated
                        
    


    
            ",Birth of the Living Dead             ,https://www.imdb.com/title/tt2507128/,2013
BiographyDramaHorror6 April 1966 (USA),"
                    Not Rated
                        
    
, 
, 

    
            ",Rasputin: The Mad Monk             ,https://www.imdb.com/title/tt0059635/,1966
ComedyTalk-ShowEpisode aired 7 September 2017,"

, 


    
            ",Top 10 Metroid Boss Battles,https://www.imdb.com/title/tt7343774/,
ComedySci-FiEpisode aired 18 October 2010,"
                    Not Rated
                        
    
, 


    
            ",Silent Hill: Dead/Alive #5,https://www.imdb.com/title/tt1873675/,
ComedyTalk-ShowEpisode aired 24 August 2017,"

, 


    
            ",Top 10 X-Men Games,https://www.imdb.com/title/tt7294078/,
ActionAdventureCrime13 June 1997 (USA),"PG-13
                        
    
, 
,",Speed 2: Cruise Control,https://www.imdb.com/title/tt0120179/,1997
ComedyEpisode aired 26 September 2016,"
                    
    


    
            ",Breakin' 2: Electric Boogaloo,https://www.imdb.com/title/tt6038218/,
ComedyTalk-ShowEpisode aired 12 August 2016,"

, 


    
            ",Top 10 Hair Do's!,https://www.imdb.com/title/tt5960526/,
DramaEpisode aired 29 April 2018,"
                    TV-MA
                        
    


    
            ",The Third Ortolan             ,https://www.imdb.com/title/tt7731472/,
DocumentaryEpisode aired 3 October 2014,"
                    
    


    
            ",Strange Behavior             ,https://www.imdb.com/title/tt4682490/,
ComedyTalk-ShowEpisode aired 22 July 2016,"

, 


    
            ",Top 10 Reasons Mario Is an ASSHOLE!,https://www.imdb.com/title/tt5903280/,
ComedyEpisode aired 2 November 2004,"
                    
    


    
            ",La fausse nounou             ,https://www.imdb.com/title/tt9089234/,
DocumentaryEpisode aired 23 July 2017,"
                    
    


    
            ",Can We All Get Along?             ,https://www.imdb.com/title/tt7127340/,
CrimeDramaRomanceEpisode aired 21 January 2016,"TV-14
                        
    
, 
,",Episode #1.13477,https://www.imdb.com/title/tt5362404/,
DocumentaryShortVideo 7 November 2018,"
                    
    
, 


    
            ",Rabbit: The Direction of 'Rabbit'             ,https://www.imdb.com/title/tt9505870/,2018
AnimationActionAdventureEpisode aired 20 April 2017,"
                    TV-Y
                        
    
, 
, 

    
            ",Shocking! Dugtrio Split Up!?             ,https://www.imdb.com/title/tt7909546/,
AnimationAdventureComedyEpisode aired 1 July 1997,"TV-14
                        
    
, 
,",Tokyo or Bust!             ,https://www.imdb.com/title/tt1637916/,
BiographyDramaHistoryTV Movie 23 March 1996,"
                    R
                        
    
, 
, 

    
            ",Rasputin             ,https://www.imdb.com/title/tt0117442/,1996
Comedy24 September 1965 (USA),"
                    Approved
                        
    


    
            ",Marriage on the Rocks             ,https://www.imdb.com/title/tt0059431/,1965
AdventureComedySci-Fi25 December 1999 (USA),"
                    PG
                        
    
, 
, 

    
            ",Galaxy Quest             ,https://www.imdb.com/title/tt0177789/,1999
ComedySci-FiEpisode aired 25 October 2010,"
                    Not Rated
                        
    
, 


    
            ",Spider-Man: The Greatest Responsibility             ,https://www.imdb.com/title/tt1874975/,
ActionDramaSci-Fi3 March 2017 (USA),"
                    R
                        
    
, 
, 

    
            ",Logan             ,https://www.imdb.com/title/tt3315342/,2017
