genre,level,title,time
ComedyRomance,R (for sexuality and some language),Pretty Woman,23-Mar-90
ComedyDramaMusical & Performing Arts,R (for language),The Commitments,14-Aug-91
ComedyDramaMystery & Suspense,"R (adult situations/language, nudity, violence)",Wild At Heart,17-Aug-90
ComedyKids & Family,PG,Home Alone,16-Nov-90
ComedyHorrorScience Fiction & Fantasy,"PG-13 (adult situations/language, violence)",Gremlins 2: The New Batch,15-Jun-90
Action & AdventureDrama,R (for violence and language),"The Godfather, Part III",25-Dec-90
Action & AdventureMystery & Suspense,R,Die Hard 2,2-Jul-90
DramaHorrorMystery & Suspense,"R (adult situations/language, nudity, violence)",Jacob's Ladder,2-Nov-90
Action & AdventureDramaMystery & SuspenseScience Fiction & Fantasy,R,Total Recall,1-Jun-90
Action & AdventureDramaWestern,PG-13,Dances With Wolves,9-Nov-90
Action & AdventureScience Fiction & Fantasy,"R (adult situations/language, violence)",Darkman,1-Jan-90
DramaMystery & Suspense,"R (adult situations/language, nudity, violence)",Presumed Innocent,27-Jul-90
Action & AdventureComedyDrama,PG,Dick Tracy,14-Jun-90
Action & AdventureArt House & InternationalDramaMystery & SuspenseRomance,R (violence),La Femme Nikita (Nikita),21-Feb-90
DramaMystery & Suspense,"R (adult situations/language, nudity, violence)",The Grifters,14-Sep-90
Action & AdventureComedyScience Fiction & Fantasy,"PG (adult situations/language, violence)",Back to the Future Part III,25-May-90
Action & AdventureMystery & Suspense,"PG (adult situations/language, violence)",The Hunt for Red October,2-Mar-90
DramaHorrorMystery & Suspense,"R (adult situations/language, violence)",Misery,30-Nov-90
DramaScience Fiction & FantasyRomance,PG-13,Edward Scissorhands,7-Dec-90
DramaMystery & Suspense,R,Miller's Crossing,22-Sep-90
ComedyMusical & Performing Arts,"PG-13 (adult situations/language, violence)",Cry-Baby,6-Apr-90
ComedyDramaMystery & SuspenseScience Fiction & FantasyRomance,"PG-13 (adult situations/language, violence)",Ghost,13-Jul-90
ComedyScience Fiction & Fantasy,"PG (adult situations/language, violence)",Back to the Future Part II,1-Jan-89
Action & AdventureDramaMystery & Suspense,PG-13 (for action violence and drug content),Licence To Kill,14-Jul-89
Action & AdventureComedyScience Fiction & Fantasy,PG,Bill and Ted's Excellent Adventure,17-Feb-89
ComedySports & Fitness,"R (adult situations/language, nudity, violence)",Major League,7-Apr-89
ComedyDrama,PG,Driving Miss Daisy,1-Jun-89
Action & AdventureDrama,"R (adult situations/language, violence)",Casualties of War,1-Jan-89
Art House & InternationalDramaHorrorScience Fiction & FantasySpecial Interest,R,Santa Sangre,1-Jun-90
Drama,PG,Dead Poets Society,2-Jun-89
DramaKids & FamilyScience Fiction & FantasySports & Fitness,PG,Field of Dreams,21-Apr-89
Mystery & SuspenseScience Fiction & Fantasy,PG-13,The Abyss,9-Aug-89
Drama,"R (adult situations/language, nudity, violence)",Born on the Fourth of July,20-Dec-89
ComedyDrama,PG,The Freshman,20-Jul-90
Drama,"R (adult situations/language, nudity, violence)",GoodFellas,19-Sep-90
Action & Adventure,PG-13 (N/A),Indiana Jones and the Last Crusade,24-May-89
ComedyDramaRomance,R,When Harry Met Sally,12-Jul-89
ComedyDrama,R,Do the Right Thing,14-Jun-89
Action & Adventure,PG-13 (N/A),Batman,23-Jun-89
Action & AdventureScience Fiction & Fantasy,PG (violence),The Adventures of Baron Munchausen,26-May-98
ComedyDrama,PG-13,Crimes and Misdemeanors,13-Oct-89
Comedy,PG-13 (adult situations/language),Parenthood,2-Aug-89
AnimationKids & FamilyMusical & Performing ArtsScience Fiction & FantasyRomance,G,The Little Mermaid,1-Jan-89
Art House & InternationalDrama,"R (adult situations/language, nudity)","Sex, Lies, and Videotape",22-Sep-89
ComedyDramaRomance,PG-13 (adult situations/language),Say Anything...,1-Apr-89
ComedyDramaMusical & Performing Arts,PG-13,Beaches,21-Dec-88
ComedyDrama,PG-13 (adult situations/language),She's Having a Baby,5-Feb-88
Action & AdventureDramaScience Fiction & Fantasy,PG (violence),Willow,20-May-88
AnimationKids & Family,G,Oliver & Company,18-Nov-88
ComedyRomance,"R (adult situations/language, nudity)",Coming to America,29-Jun-88
ComedyScience Fiction & Fantasy,"PG-13 (adult situations/language, violence)",Scrooged,23-Nov-88
Drama,R,The Last Temptation of Christ,12-Aug-88
Drama,R,Glory,15-Dec-89
Art House & InternationalDramaMystery & Suspense,"R (adult situations/language, violence)",Talk Radio,1-Dec-88
ComedyDramaRomance,R (adult situations/language),Working Girl,20-Dec-88
ComedyHorrorScience Fiction & Fantasy,"PG (adult situations/language, violence)",Beetlejuice,30-Mar-88
ComedyDramaHorrorMystery & SuspenseScience Fiction & Fantasy,R,They Live,4-Nov-88
Action & AdventureDramaMystery & Suspense,R,The Killer,6-Jul-89
Drama,PG (adult situations/language),Eight Men Out,2-Sep-88
Comedy,"PG-13 (adult situations/language, violence)",The Naked Gun: From the Files of Police Squad!,2-Dec-88
Action & AdventureAnimationDramaMystery & SuspenseScience Fiction & Fantasy,R (for graphic violence and brief nudity),Akira,30-Mar-01
Comedy,"PG (adult situations/language, violence)",Twins,9-Dec-88
Drama,R (adult situations/language),Rain Man,16-Dec-88
Art House & InternationalComedyDramaRomance,R (for some sexuality),Cinema Paradiso (Nuovo Cinema Paradiso),17-Oct-88
AnimationDramaKids & FamilyScience Fiction & Fantasy,G,My Neighbor Totoro,1-Jan-88
Comedy,"R (adult situations/language, violence)",A Fish Called Wanda,15-Jul-88
Action & AdventureDramaMystery & Suspense,"R (adult situations/language, nudity, violence)",Frantic,26-Feb-88
ComedyCult MoviesDrama,"R (adult situations/language, violence)",Heathers,1-Jun-88
Action & AdventureMystery & Suspense,"R (adult situations/language, nudity, violence)",Die Hard,15-Jul-88
Action & AdventureComedy,"R (adult situations/language, violence)",Midnight Run,11-Jul-88
Art House & InternationalDramaHorrorMystery & Suspense,R,The Vanishing (Spoorloos),27-Oct-88
Action & AdventureAnimationComedyKids & FamilyMystery & Suspense,PG,Who Framed Roger Rabbit,22-Jun-88
ComedyDramaRomance,"R (adult situations/language, nudity)",Bull Durham,15-Jun-88
ComedyKids & FamilyScience Fiction & Fantasy,PG (adult situations/language),Big,1-Jan-88
Action & AdventureComedy,"PG-13 (adult situations/language, nudity)",Ishtar,15-May-87
Horror,"R (adult situations/language, violence)",Hellraiser,18-Sep-87
Action & AdventureMystery & Suspense,PG,The Living Daylights,29-Jun-87
DramaMusical & Performing ArtsRomance,PG-13 (adult situations/language),Dirty Dancing,21-Aug-87
Action & AdventureHorrorMystery & Suspense,"R (adult situations/language, violence)",The Lost Boys,31-Jul-87
Drama,"PG (adult situations/language, violence)",Empire of the Sun,9-Dec-87
Drama,"R (adult situations/language, nudity, violence)",Wall Street,11-Dec-87
Action & AdventureHorror,"R (adult situations/language, violence)",Predator,12-Jun-87
Action & AdventureDrama,"R (adult situations/language, violence)",The Untouchables,2-Jun-87
Action & AdventureDrama,R (for violence and language),Lethal Weapon,6-Mar-87
ComedyDramaMusical & Performing Arts,PG,Hairspray,26-Feb-88
ComedyDrama,R,"Good Morning, Vietnam",23-Dec-87
Comedy,"PG-13 (adult situations/language, violence)",Raising Arizona,1-Jan-87
ClassicsDrama,PG-13,The Last Emperor,18-Nov-87
Comedy,R (adult situations/language),"Planes, Trains and Automobiles",25-Nov-87
ComedyDramaRomance,PG (adult situations/language),Moonstruck,18-Dec-87
Action & AdventureDrama,"R (adult situations/language, violence)",Full Metal Jacket,17-Jun-87
ComedyDrama,"R (adult situations/language, nudity)",Broadcast News,16-Dec-87
DramaMystery & Suspense,R (N/A),Fatal Attraction,11-Sep-87
Art House & InternationalDramaScience Fiction & FantasyRomance,PG-13,Wings of Desire,17-May-87
Horror,"R (adult situations/language, violence)",Evil Dead 2: Dead by Dawn,1-Jan-87
Action & AdventureKids & FamilyScience Fiction & FantasyRomance,PG (adult situations/language),The Princess Bride,25-Sep-87
Action & AdventureDrama,"PG (adult situations/language, violence)",Top Gun,16-May-86
Action & AdventureCult MoviesKids & FamilyScience Fiction & Fantasy,PG,Labyrinth,27-Jun-86
HorrorMystery & SuspenseWesternRomance,R,Near Dark,2-Oct-87
Action & AdventureScience Fiction & Fantasy,"PG-13 (adult situations/language, violence)",Big Trouble in Little China,2-Jul-86
Action & AdventureDramaScience Fiction & Fantasy,R,RoboCop,17-Jul-87
Action & AdventureDramaMystery & Suspense,"R (adult situations/language, nudity, violence)",No Way Out,14-Aug-87
ComedyDrama,PG-13 (adult situations/language),Pretty in Pink,28-Feb-86
Comedy,PG-13 (adult situations/language),Ferris Bueller's Day Off,11-Jun-86
Action & AdventureComedyScience Fiction & Fantasy,"PG (adult situations/language, violence)",Star Trek IV - The Voyage Home,26-Nov-86
DramaSports & Fitness,PG,Hoosiers,14-Nov-86
DramaSports & Fitness,R,The Color of Money,8-Oct-86
Action & AdventureDrama,"R (adult situations/language, violence)",Platoon,24-Dec-86
DramaMusical & Performing Arts,R (N/A),Sid and Nancy,7-Nov-86
Action & AdventureDrama,"R (adult situations/language, violence)",Stand by Me,8-Aug-86
ComedyDramaRomance,PG-13 (adult situations/language),Hannah and Her Sisters,7-Feb-86
DramaMystery & Suspense,"R (adult situations/language, nudity, violence)",Blue Velvet,19-Sep-86
Drama,PG,Rocky IV,27-Nov-85
DramaRomance,"PG (adult situations/language, violence)",Out of Africa,18-Dec-85
Action & AdventureComedyKids & Family,"PG (adult situations/language, violence)",The Goonies,7-Jun-85
Action & AdventureScience Fiction & Fantasy,PG-13 (violence),Mad Max Beyond Thunderdome,10-Jul-85
ComedyKids & Family,PG (violence),Pee-wee's Big Adventure,26-Jul-85
DramaHorrorMystery & Suspense,NC17,Henry: Portrait of a Serial Killer,24-Sep-86
ComedyDrama,R (adult situations/language),The Breakfast Club,15-May-85
ComedyHorrorScience Fiction & Fantasy,R,Re-Animator,18-Oct-85
ComedyHorrorMusical & Performing ArtsScience Fiction & Fantasy,PG-13 (N/A),Little Shop of Horrors,19-Dec-86
Action & AdventureComedyScience Fiction & Fantasy,"PG (adult situations/language, violence)",Back to the Future,3-Jul-85
Action & AdventureArt House & InternationalClassicsDrama,R,Ran,1-Jun-85
DramaHorrorScience Fiction & Fantasy,R,The Fly,15-Aug-86
Art House & InternationalComedy,NR,Tampopo,23-Nov-85
Action & AdventureHorrorScience Fiction & Fantasy,R,Aliens,18-Jul-86
DramaMusical & Performing ArtsRomance,"R (adult situations/language, nudity, violence)",Purple Rain,1-Jan-84
Comedy,"R (adult situations/language, nudity)",Revenge of the Nerds,20-Jul-84
Kids & FamilyScience Fiction & Fantasy,PG (violence),The Neverending Story,20-Jul-84
Action & AdventureScience Fiction & Fantasy,PG,Star Trek III - The Search for Spock,1-Jun-84
Action & AdventureComedyMystery & Suspense,"R (adult situations/language, violence)",Beverly Hills Cop,1-Dec-84
ComedyMystery & Suspense,"R (adult situations/language, nudity, violence)",After Hours,13-Sep-85
ComedyHorrorScience Fiction & Fantasy,"PG (adult situations/language, violence)",Gremlins,1-Jun-84
Action & Adventure,"PG (adult situations/language, violence)",Romancing the Stone,30-Mar-84
DramaScience Fiction & Fantasy,R,Brazil,20-Feb-85
Drama,"R (for strong violence, sexual content, language and some drug use)",Once Upon a Time in America,1-Jun-84
Action & Adventure,PG (N/A),Indiana Jones and the Temple of Doom,23-May-84
DramaKids & Family,"PG (adult situations/language, violence)",The Karate Kid,22-Jun-84
Art House & InternationalDrama,"R (adult situations/language, violence)",The Killing Fields,2-Nov-84
HorrorMystery & Suspense,"R (adult situations/language, nudity, violence)",A Nightmare on Elm Street,1-Jun-84
Comedy,R,This Is Spinal Tap,2-Mar-84
DramaMusical & Performing Arts,R (for brief nudity),Amadeus,6-Sep-84
ComedyScience Fiction & Fantasy,"R (adult situations/language, violence)",Repo Man,2-Mar-84
DramaMystery & Suspense,R (for violence and language),Blood Simple,1-Sep-84
Action & AdventureComedyScience Fiction & Fantasy,PG,Ghostbusters (1984 Original),8-Jun-84
Action & AdventureScience Fiction & Fantasy,R (N/A),The Terminator,26-Oct-84
DramaRomance,R (adult situations/language),Flashdance,1-Jan-83
Action & AdventureDramaMystery & Suspense,"PG (adult situations/language, violence)",Octopussy,10-Jun-83
Action & AdventureMystery & Suspense,"PG (adult situations/language, nudity, violence)",Never Say Never Again,7-Oct-83
HorrorScience Fiction & Fantasy,R,Videodrome,4-Feb-83
Action & AdventureDramaMystery & Suspense,R,Scarface,9-Dec-83
Action & AdventureDramaScience Fiction & Fantasy,PG (for sci-fi action violence),Star Wars: Episode VI - Return of the Jedi,25-May-83
Comedy,"R (adult situations/language, violence)",Trading Places,1-Jun-83
ComedyScience Fiction & FantasyRomance,PG,Splash,9-Mar-84
ComedyDramaRomance,PG (for adult situations/language),Terms of Endearment,23-Nov-83
HorrorMystery & SuspenseScience Fiction & Fantasy,R (for a sexual reference),The Dead Zone,21-Oct-83
Action & AdventureDramaMystery & Suspense,PG,WarGames (War Games),3-Jun-83
Comedy,"R (adult situations/language, nudity)",National Lampoon's Vacation,29-Jul-83
Action & AdventureDrama,PG,The Right Stuff,21-Oct-83
Action & AdventureScience Fiction & Fantasy,PG (N/A),TRON,9-Jul-82
ComedyDrama,"R (adult situations/language, nudity)",Fast Times At Ridgemont High,13-Aug-82
ClassicsDrama,PG,Gandhi,6-Dec-82
Action & Adventure,R (adult situations/language),First Blood,1-Oct-82
ComedyDramaRomance,PG (N/A),Tootsie,1-Dec-82
Action & AdventureScience Fiction & Fantasy,PG,Star Trek II: The Wrath of Khan,4-Jun-82
Action & AdventureComedy,R,48 HRS,8-Dec-82
ComedyDramaKids & Family,PG,A Christmas Story,18-Nov-83
ComedyDramaMystery & Suspense,PG,The King of Comedy,1-Jan-83
DramaScience Fiction & Fantasy,R (for violence),Blade Runner,25-Jun-82
Action & AdventureMystery & SuspenseScience Fiction & Fantasy,R,Mad Max 2: The Road Warrior,21-May-82
Comedy,"R (adult situations/language, nudity)",Risky Business,5-Aug-83
Kids & FamilyScience Fiction & Fantasy,PG (for language and mild thematic elements),E.T. The Extra-Terrestrial,11-Jun-82
DramaHorrorMystery & Suspense,R,Cat People,2-Apr-82
Action & AdventureDramaScience Fiction & Fantasy,"PG (nudity, violence)",Clash of the Titans,12-Jun-81
Action & AdventureMystery & Suspense,"PG (adult situations/language, nudity, violence)",For Your Eyes Only,26-Jun-81
HorrorScience Fiction & Fantasy,"R (adult situations/language, violence)",The Thing,1-Jul-82
Action & AdventureScience Fiction & Fantasy,R,Excalibur,10-Apr-81
Horror,"PG (adult situations/language, violence)",Poltergeist,4-Jun-82
Action & AdventureScience Fiction & Fantasy,"PG (for sequences of action violence, come language and brief mild sensuality)",Superman II,19-Jun-81
Art House & InternationalDramaSports & Fitness,PG (adult situations/language),Chariots of Fire,25-Sep-81
Mystery & Suspense,R,Blow Out,1-Jan-81
ComedyHorrorScience Fiction & Fantasy,"R (adult situations/language, nudity, violence)",An American Werewolf in London,21-Aug-81
Action & AdventureScience Fiction & Fantasy,PG,Time Bandits,6-Nov-81
Action & Adventure,PG,Raiders of the Lost Ark,12-Jun-81
Drama,"R (adult situations/language, violence)",Das Boot,17-Sep-81
Horror,"R (for violence, disturbing images, language, brief sexuality and drug use)",The Amityville Horror,1-Jul-79
HorrorScience Fiction & Fantasy,R,Phantasm,28-Mar-79
Kids & FamilyMusical & Performing Arts,G,The Muppet Movie,1-Jan-79
DramaMystery & Suspense,"R (adult situations/language, nudity, violence)",Cruising,8-Feb-80
Action & AdventureDramaWestern,R,Heaven's Gate,19-Nov-80
Horror,"R (adult situations/language, sex, violence)",Friday the 13th,9-May-80
ComedySpecial Interest,"R (adult situations/language, nudity)",Caddyshack,25-Jul-80
Action & AdventureScience Fiction & Fantasy,R,Escape from New York,1-Jan-81
Horror,R (N/A),The Fog,8-Feb-80
Art House & InternationalDrama,"PG (adult situations/language, nudity, violence)",Gallipoli,29-Jun-99
HorrorScience Fiction & Fantasy,R (for substantial graphic horror violence and gore),The Evil Dead,15-Oct-81
Action & AdventureComedy,R (adult situations/language),The Blues Brothers,20-Jun-80
Action & AdventureArt House & InternationalDramaMystery & Suspense,R,Diva,28-Oct-97
DramaHorrorMystery & SuspenseScience Fiction & Fantasy,"R (nudity, sex, violence, language)",Altered States,25-Dec-80
DramaHorrorMystery & SuspenseSpecial Interest,"R (adult situations/language, nudity, violence)",The Shining,23-May-80
Action & AdventureMystery & SuspenseScience Fiction & Fantasy,PG (violence),Moonraker,29-Jun-79
Drama,R (adult situations/language),Ordinary People,19-Sep-80
Action & AdventureDrama,"PG (for vulgar, soldier-like language and convincing battlefield violence)",The Big Red One,28-May-80
Drama,R,Raging Bull,19-Dec-80
Comedy,"PG (adult situations/language, nudity)",Airplane!,2-Jul-80
Action & AdventureDramaScience Fiction & Fantasy,PG (for sci-fi action violence),Star Wars: Episode V - The Empire Strikes Back,20-Jun-80
Drama,PG,Kramer vs. Kramer,19-Dec-79
Action & AdventureCult MoviesScience Fiction & Fantasy,R,Mad Max,12-Apr-79
DramaHorrorMystery & Suspense,R,Dressed to Kill,1-Jan-80
Art House & InternationalHorror,PG,Nosferatu: Phantom der Nacht (Nosferatu the Vampyre),17-Jan-79
ComedyDrama,PG,Being There,19-Dec-79
Comedy,R,Monty Python's Life of Brian,1-Aug-79
ComedyDramaRomance,R,Manhattan,14-Mar-79
Action & AdventureDrama,"R (adult situations/language, violence)",Apocalypse Now,1-Jan-79
DramaMystery & SuspenseScience Fiction & Fantasy,R (for sci-fi violence/ gore and language),Alien,25-May-79
Drama,PG,The Elephant Man,3-Oct-80
Drama,PG,Days of Heaven,13-Sep-78
Action & AdventureDrama,"PG (for peril, some mild sensuality and language)",Superman,15-Dec-78
Cult MoviesDrama,R,The Deer Hunter,8-Dec-78
DocumentaryMusical & Performing Arts,PG (adult situations/language),The Last Waltz,7-May-02
ClassicsDramaMusical & Performing Arts,"R (for strong language, sexuality/nudity and some drug content)",Saturday Night Fever,19-Dec-77
DramaHorrorSpecial Interest,R,Eraserhead,1-Jan-77
Action & AdventureHorrorScience Fiction & Fantasy,"R (adult situations/language, violence)",Dawn of the Dead,24-May-79
